q55	Number of branches of oriental bank of commerce in india after expected merger with United Bank of India in 2020?
q56	In what year did the rams go to St. Louis?
q57	What was the first game the Rams played in St. Louis?
q58	When did the first wave of voortrekkers arrive in south africa?
q59	When did the voortrekkers exploratory treks arrive in south africa?
q60	Who plays patrick in  the 1999 film 10 things i hate about you?
q61	Who plays patrick in the 2009 tv series 10 things i hate about you?
q62	Who plays patrick in the film 10 things i hate about you?
q63	Who plays patrick in the TV series 10 things i hate about you?
q64	Microsoft live movie maker is an example of a freely licensed software, often called free what?
q65	Microsoft live movie maker is an example of free software used for what purpose?
q66	Who is the 17th Chief Minister of MP?
q67	Who is the 16th Chief Minister of MP?
q68	Who is the 15th Chief Minister of MP?
q69	Who is the 17th chief minister of m. p?
q70	Who is the 16th chief minister of m. p?
q71	Who is the 15th chief minister of m. p?
q72	Which band sings the 1973 song "Stuck in the Middle with You"?
q73	Who sings the lead vocals in the 1973 song "Stuck in the Middle with You"?
q74	Who sings harmony in the 1973 song "Stuck in the Middle with You"?
q75	Who sings the 2004 song "Stuck in the  Middle"?
q76	Who sings the theme song for the TV show Stuck in the Middle?
q77	How many competitive Grammy Awards does Whitney Houston have?
q78	How many Grammy Hall of Fame Awards does Whitney Houston have?
q79	How many total Grammy Awards does Whitney Houston have?
q80	When was non-commercial amounts of crude oil first discovered in nigeria?
q81	When was commerical amounts of crude oil first discovered in nigeria?
q82	When was the first Fast and Furious film created?|When was the first movie in The Fast Saga series filmed?
q83	When was the first fast and furious film released?|When was the first of the fast and the furious films released?
q84	Who originally sang "I'm Coming Out"?
q85	Who sang an official 2003 cover of "I'm Coming Out"?
q86	When is episode 113 of dragon ball super coming out for its original airdate?
q87	When is episode 113 of dragon ball super coming out for its american airdate?
q88	When is episode 113 of dragon ball super coming out originally?
q89	When is episode 113 of dragon ball super coming out in America?
q90	Who is traditionally said to have written 2 Thessalonians?
q91	Who do many modern scholars argue wrote 2 Thessalonians?
q92	Who do most scholars say wrote 1 Thessalonians?
q93	When is fortnite battle royale beta version being released on android for samsung devices exclusively?
q94	When is fortnite battle royale beta version being released on android for non-Samsung devices?
q95	When is fortnite battle royale being released on android to all without an invite?
q96	How many gold medals did Australia win in the 200 Olympics?
q97	How many silver medals did Australia win in the 2000 Olympics?
q98	How many bronze medals did Australia win in the 2000 Olympics?
q99	How many total medals did Australia win in the 2000 Olympics?
q100	Who is elected as the vice president of india in 2017?
q101	Who is elected as the vice president of india in 2012?
q102	Who is elected as the vice president of india in 2007?
q103	Who was elected as the Vice President of India in 2017?
q104	Who was elected as the Vice President of India in 2007 and 2012?
q105	Who was elected as the Vice President of India in 2002?
q106	Who was england's prime minister at the start of ww1?
q107	Who was england's prime minister at the end of ww1?
q108	Who was England's prime minister at the beginning of WWI?
q109	Who was England's prime minister at the end of WWI?
q110	Who played Snowman in the original Smokey and the Bandit?
q111	Who played Snowman in the Smokey and the Bandit II?
q112	Who played Snowman in the Smokey and the Bandit Part 3?
q113	Who beat villanova in 2017 in the ncaa tournament?
q114	Who beat villanova in 2015 in the ncaa tournament?
q115	Who beat villanova in 2014 in the ncaa tournament?
q116	Who beat villanova last year in the 2017 ncaa tournament?
q117	Who beat villanova last year in the 2015 ncaa tournament?
q118	Who beat last year in the 2014 ncaa tournament?
q119	Who has scored most goals in international football as men?
q120	Who has scored most goals in international football as women?
q121	When was the 13th amendment ratified by the required number of states?
q122	When was the 13th amendment ratified by the first group of states?
q123	Who is hosting the next men's FIFA world cup in 2022?
q124	Where will the next Rugby World Cup Sevens take place in 2022?
q125	Who played warden hodges in the original dad's army tv show, radio show, and film?
q126	Who played warden hodges in the 2016 film dad's army?
q127	Who played warden hodges in the sitcom dad's army?
q128	Who played warden hodges in the 2016 film dad's army?
q129	Who played warden hodges in the 1971 film dad's army?
q130	Who's the highest paid NBA player in the 2017-2018 season?
q131	Who's the highest paid NBA player in the 2016-2017 season?
q132	Who's the highest paid NBA player in the 2017-2018 season?
q133	Who's the highest paid NBA player in the 2016-2017 season?
q134	Who is the individual that was the leader of a 300 mile march to sacramento california?
q135	Who is the group that organized a strike and 300 mile march to sacramento california?
q136	Who voices Darth Vader in Star Wars Episodes III-VI, IX Rogue One, and Rebels?
q137	Who voices Darth Vader in the Star Wars radio drama?
q138	Who voices Darth Vader's vocal effects in Star Wars?
q139	Who do some say lived to be the oldest person in the world?
q140	Who lived to be the oldest person in the world whose age is undisputed?
q141	Who lived to be the oldest person in the world as of 1997?
q142	Who lived to be the oldest person in the world as of 1986?
q143	Who lived to be the oldest person in the world as of 1985?
q144	When does the 12th day of christmas begin for Eastern Christianity?
q145	When does the 12th day of christmas begin according to the commercial calendar?
q146	When does the 12th day of christmas begin in most Western ecclesiastical traditions?
q147	When does the 12 days of christmas begin?
q148	When does the final and 12th day of christmas begin?
q149	When did alabama became a right to work state by adopting statutes?
q150	When did alabama became a right to work state by constitutional provision?
q151	Who sings "I'll Be Seeing You" in the movie The Notebook?
q152	Who sings a version of "I'll Be Seeing You" in The Notebook?
q153	Who sings the version of "I'll Be Seeing You" that is heard second in The Notebook?
q154	Who sings the version of "I'll Be Seeing You that is heard first in The Notebook?
q155	What religious group wrote most of the New Testament?
q156	Who wrote part of the New Testament and is generally thought *not* to be a Jewish Christian?
q157	Who wrote the gospels of the New Testament?
q158	Who wrote the Pauline epistles of the New Testament?
q159	Who wrote the Epistle of James in the New Testament?
q160	Who wrote the First Epistle of Peter?
q161	The repetition of phrases or sentences with similar structures is called?
q162	The repetition of phrases or sentences with similar meanings is called?
q163	What was the last world series the cubs won before 2016?
q164	What date was the last time the cubs won the world series before 2016?
q165	Who plays chief superintendent Matthew Lawson on Doctor Blake Mysteries?
q166	Who plays chief superintendent William Munro on Doctor Blake Mysteries?
q167	Who plays chief superintendent Matthew Frank Carlyle on Doctor Blake Mysteries?
q168	What play has the line it is a tale told by an idiot full of sound and fury?
q169	What character said it is a tale told by an idiot full of sound and fury?
q170	What play has the line "it is a tale told by an idiot full of sound and fury"?
q171	What character said "it is a tale told by an idiot full of sound and fury"?
q172	Where does the movie 10 Things I Hate About You take place?
q173	Where was the movie 10 Things I Hate About You filmed?
q174	Who is opening for shania twain in ottawa on the Rock This Country Tour?
q175	Who is opening for shania twain in ottawa on the Up! Tour?
q176	Who is opening for shania twain in ottawa on the Now Tour?
q177	Who is opening for shania twain in ottawa on the Come On Over Tour?
q178	When does airing of last chance u season 3 airing start to take place?
q179	When does the football season for last chance u season 3 take place?
q180	When did the games of Last Chance U season 3 take place?
q181	When did the episodes of Last Chance U season 3 begin airing?
q182	What's the most points scored in an nba game by combined team?
q183	What's the most points scored in an nba game by a single team?
q184	What's the most points scored in an nba game by an individual?
q185	What is the highest amount of points scored by a single team in regular season NBA games?
q186	What is the highest amount of points scored by a single team in regular season games in regulation?
q187	What is the highest amount of points scored by a single team in playoff games?
q188	What do you use to test lipids for abnormalities?
q189	What method do you use to test for the presence of lipids?
q190	What do you use to test for lipids in food?
q191	What do you use to test for lipids in the body?
q192	Who co-wrote give me a home among the gum trees and also goes by the name Captain Rock?
q193	Who co-wrote give me a home among the gum trees and passed in 1995?
q194	Who recorded "Get Low" (which has lyrics saying "to the window, to the wall")?
q195	Who was featured on Lil Jon & the East Side Boyz' recording of "Get Low" (which has lyrics saying "to the window, to the wall")?
q196	Who played Zordon in the earlier episodes of the original power rangers TV series?
q197	Who played Zordon in the later episodes of the original power rangers TV series?
q198	Who played Zordon in the original power rangers movie?
q199	When did construction officially start on the sydney harbour bridge?
q200	When did construction of the Arch start on the sydney harbour bridge?
q201	Which characters were the original twins in everybody loves raymond?
q202	Which actors were the original twins in everybody loves raymond?
q203	What was the name of the greatest warrior for the trojans?
q204	What was the position of the greatest warrior for the trojans?
q205	Who is the sheriff of Maricopa County, Arizona from 1989-93?
q206	Who is the sheriff of Maricopa County, Arizona from 1993-2017?
q207	Who is the sheriff of Maricopa County, Arizona from 2017-present?
q208	Who is the current sheriff of maricopa county arizona since 2017?
q209	Who is the sheriff of maricopa county arizona, from 1993-2017?
q210	Who is the sheriff of maricopa county arizona, from 1989-1993?
q211	Japanese hotel run by same family for 1300 years in Komatsu?
q212	Japanese hotel run by same family for 1300 years in Hayakawa?
q213	When did the US start funding/supplying the second World War in Europe?
q214	With the signing of what legislation did the US start funding/supplying the second World War in Europe?
q215	When did Roosevelt publicly confirm the "shoot on sight" order, effectively entering the US in the second world war in Europe?
q216	When did the US officially enter the second world war in europe?
q217	Upon what event did the US officially enter the second world war in europe?
q218	Who from Texas wrote brown eyes by destiny's child?
q219	Who from Brazil wrote brown eyes by destiny's child?
q220	What is the flower of the dead translated in spanish?
q221	What flower is celebrated as the flower of the dead in Mexico?
q222	Who do you play as in the main game of Resident Evil 7?
q223	Who do you play as in Resident Evil 7's downloadable content scenario "Not a Hero"?
q224	Who do you play as in Resident Evil 7's downloadable content scenario "End of Zoe"?
q225	Who serves as the president of the senate in the texas legislature in general?
q226	Who serves as the president of the senate in the texas legislature from 2015 to 2020?
q227	Who serves as the president of the senate in the texas legislature from 2003 to 2015?
q228	Who serves as the president of the senate in the texas legislature from 2000 to 2003?
q229	From the viewer's persepctive, who opened the gate to the prison, at the beginning of the walking dead's "Killer Within" episode?
q230	Who is the character that is discovered to have opened the gate in the prison walking dead?
q231	Who is the actor that is discovered to have opened the gate in the prison walking dead?
q232	Who owns green and black's organic chocolate in 2017?
q233	Who owns green and black's organic chocolate in 2005?
q234	Who owns green and black's organic chocolate in 1991?
q235	Who first owned green and black's organic chocolate?
q236	Who bought and owned green and black's organic chocolate in 2005?
q237	Who owns green and black's organic chocolate after buying it from Cadbury?
q238	Which political party is currently in power in ireland's Dáil Éireann from 2011 to 2016?
q239	Which political party is currently in power in ireland's Dáil Éireann from 2016 to 2020?
q240	Which political party is currently in power in ireland's presidency from 2011 to 2018?
q241	Which political party is currently in power in ireland's presidency from 2004 to 2011?
q242	Which political party is currently in power in ireland's presidency from 1997 to 2004?
q243	Which political party is currently in power in ireland's Dáil Éireann from 2007 to 2011?
q244	Where is the upper school of the Minnehana Academy in Minneapolis?
q245	Where is the middle and lower school of the Minnehana Academy in Minneapolis?
q246	Who was drafted first in the 2017 nfl draft as player?
q247	Who was the team that drafted first in the 2017 nfl draft?
q248	Who was the college that drafted first in the 2017 nfl draft?
q249	Who was the conference that drafted first in the 2017 nfl draft?
q250	Who wins at the end of friday night lights film?|Who wins at the end of friday night lights book?
q251	Who wins at the end of friday night lights season 5?
q252	What is the new name of bangalore city railway station?
q253	What is the original name of bangalore city railway station?
q254	Who's the team that has won the most total world series in baseball?
q255	Who's the team that has won the most consecutive world series in baseball?
q256	Who's the player that has won the most world series in baseball?
q257	Who's the manager that has won the most world series in baseball?
q258	Who's won the most world series in baseball as a player and coach combined?
q259	Who plays adult Eun Jae in hello my twenties series 1?
q260	Who plays young Eun Jae in hello my twenties series 1?
q261	Who plays Eun Jae in hello my twenties series 2?
q262	Who plays the young White Queen in the movie Alice: Through the Looking Glass?
q263	Who plays the adult White Queen in the movie Alice: Through the Looking Glass?
q264	Who wrote Delta of Venus (book)?
q265	Who wrote Delta of Venus (movie)?
q266	Who is the author character in the movie Delta of Venus?
q267	Who plays the author character in the movie Delta of Venus?
q268	What was the overall thing that led to the downfall of the incan empire?
q269	What specific thing led to the downfall of the Incan empire?
q270	What was the most devastating factor that led to the downfall of the incan empire?
q271	What was the first epidemic leading to the downfall of the incan empire?
q272	What foreign power shift helped lead to the downfall of the incan empire?
q273	When did the first animated Teenage Mutant Ninja Turtles cartoon series come out?
q274	When did the second teenage mutant ninja turtles animated cartoon series come out?
q275	When did the 3D rendered computer animated Teenage Mutant Ninja Turtles cartoon series come out?
q276	What material is Captain Americas shield made out of mostly?
q277	What are all the materials Captain America's shield  ismade out of?
q278	In section one of the dream of the rood what is the rood eventually drenched in beyond the gems?
q279	In section two of the dream of the rood what is the rood eventually drenched in?
q280	In section one of the dream of the rood what precious items is the rood drenched in?
q281	When did the Seljuk Empire begin?
q282	When did the Seljuk Empire end?
q283	When did the seljuk empire begin?
q284	When did the seljuk empire end?
q285	What ability caused the st louis cardinals move to arizona?
q286	What physical issue caused the st louis cardinals move to arizona?
q287	What fan issue caused the st louis cardinals move to arizona?
q288	Who played the baby in baby's day out as cast?
q289	Who played the baby in baby's day out as stunt double?
q290	Who played the baby's stunt double in Baby's Day Out?
q291	What actors played the baby in Baby's Day Out?
q292	Who originally sang still crazy after all these years?
q293	Who sang still crazy after all these years in 2000?
q294	Who sang still crazy after all these years in 1996?
q295	Who sang still crazy after all these years in 1993?
q296	Where did they film most of the movie in the heat of the night?
q297	Where in Tennesse did they film part of the movie in the heat of the night?
q298	Where did they film the chase scene in the movie in the heat of the night?
q299	Where did they film the Compton's diner scenes in the movie in the heat of the night?
q300	Which character sings you've got a friend in me in toy story 2 during Woody's Roundup?
q301	Which actor sings you've got a friend in me in the English toy story 2 during Woody's Roundup?
q302	Which character sings you've got a friend in me in toy story 2, not during Woody's Roundup?
q303	Which actor sings you've got a friend in me in the English toy story 2, not during Woody's Roundup?
q304	Which actor sings you've got a friend in me in the Spanish toy story 2?
q305	When does the 2017-2018 champions league group stage start?
q306	When does the 2016-2017 champions league group stage start?
q307	When does the 2015-2016 champions league group stage start?
q308	When did the 2017-18 UEFA Champions League group stage start?
q309	When did the 2016-17 UEFA Champions League group stage start?
q310	When did the 2015-16 UEFA Champions League group stage start?
q311	Where did Blair and Serena from Gossip Girl go to high school?
q312	Where did Blair from Gossip Girl go to college?
q313	Where did Serena from Gossip Girl go to college?
q314	What  was the name of where blair and serena go to school?
q315	What city did blair and serena go to school?
q316	When did the US go off the gold standard, but still allowed foreign governments to trade gold for dollars?
q317	When did the US completely sever any link to the gold standard?
q318	As the blues moved into Chicago's South Side what style of blues developed?
q319	As blues moved into Chicago's South Side what style of blues developed that was influenced by Chicago blues?
q320	What is the mechanical action that moves food into the esophagus?
q321	What is the autonomic function that moves food from the esophagus to the stomach?
q322	How could the person be described who developed a staining method that could be used to identify bacteria?
q323	Which Danish bacteriologist developed a useful staining method to identify bacteria?|What is the name of the person who developed a staining method to identify bacteria?|Which Danish bacteriologist developed a useful staining method to identify bacteria in two large groups?
q324	Who developed a useful staining method to identify acid-fast organisms?
q325	What is the solid inner part of the earth called?
q326	What is the solid, outer part of the earth called?
q327	What is the solid part of the earth called, that was once liquid?
q328	When did The Lion King preview premier on Broadway?
q329	When did The Lion King officially open on Broadway?
q330	Where is the stadium did italy win the world cup in 2006?
q331	Where is the location did italy win the world cup in 2006?
q332	In what location was the 2006 FIFA World Cup Final?
q333	In what stadium was the 2006 FIFA World Cup Final?
q334	Who is listed as the author of the first five books of Moses?
q335	Who is accepted to be the author of the first five books of Moses?
q336	In the 1700s, who became considered to be the author of the first five books of Moses?
q337	Who does Wellhausen believe is a redactor of the first five books of Moses?
q338	Who won the Final HoH in the American reality show Big Brother 20?
q339	Who won the final vote in the British reality show Celebrity Big Brother 20?
q340	Who was the side that won the battle of philippi civil war?
q341	Who was the general that won and gained overnight fame at the battle of philippi civil war?
q342	Who were the leaders in addition to McClellan that won the battle of philippi civil war?
q343	Who were the units that won the battle of philippi civil war?
q344	When does spring break occur in the US?
q345	When does spring break typically start in the states of Massachusetts and Maine?
q346	When year did the ancient chinese civilization begin?
q347	When year did the ancient chinese civilization end?
q348	During what dynasty did the ancient chinese civilization begin?
q349	During what period did the ancient chinese civilization end?
q350	Who played the father of Wally and Beaver in leave it to beaver?
q351	Who played the father of Eddie in leave it to beaver?
q352	Who played the father of Clarence in leave it to beaver?
q353	Who played the father of Linda in leave it to beaver?
q354	When was the last perfect game thrown in baseball by a RHP?
q355	When was the last perfect game thrown in baseball by a LHP?
q356	What did King John build on Kenilworth Castle?
q357	What did King John do to Kenilworth Castle in the area of water?
q358	Who is the salesgirl in zz top legs video?
q359	Who are the Eliminator girls in zz top legs video?
q360	Who wrote the lyrics to Elvis's song "In the Ghetto"?
q361	Who wrote the lyrics to Busta Rhymes's song "In the Ghetto"?
q362	Who is the writer whose work inspired the title of a raisin in the sun?
q363	What is the work that inspired the title of a raisin in the sun?
q364	Who from Harlem/A Dream Deferred inspired the title of a raisin in the sun?
q365	Who died on the Mountain Madness expedition in the book "Into Thin Air"?
q366	Who died on the Adventure consultants expedition in the book "Into Thin Air"?
q367	Who on the Indo-Tibetan Border Police died in the book "Into Thin Air"?
q368	Who plays football on new years day 2018 at Peach Bowl?
q369	Who plays football on new years day 2018 at Rose Bowl?
q370	Who plays football on new years day 2018 at Sugar bowl?
q371	When does the new royal liverpool hospital open before redevelopment?
q372	When does the new royal liverpool hospital open after redevelopment?
q373	Who played Matt Brody on the original Baywatch TV show?
q374	Who played Matt Brody in the original Baywatch movie?
q375	How long does a casual match last in Rainbow Six Siege?
q376	How long does a ranked match last in Rainbow Six Siege?
q377	Where is the rogers cup held in montreal in 1981?
q378	Where is the rogers cup held in montreal beginning in 1996?
q379	Where is three billboards outside of ebbing missouri principally filmed?
q380	Where is three billboards outside of ebbing missouri filmed for the billboard scenes?
q381	Who played Cowboy Curtis on The Pee-wee Herman Show 2010 revival?
q382	Who played Cowboy Curtis on Pee-Wee's Playhouse?
q383	When exactly in the course of a game can a player be substituted in soccer?
q384	In most matches, when can a player be substituted in soccer in terms of frequency?
q385	Who was the president of indian national congress when india became free due to the Indian Independence Act 1947 being passed?
q386	Who was the president of indian national congress when india became free due to the Constitution of India taking effect?
q387	Who is widely accepted as the author of a romance called le morte d'arthur about the death of king arthur?
q388	How does the author of a romance called le morte d'arthur about the death of king arthur reference himself in his work?
q389	According to the original publisher, who wrote a romance called le morte d'arthur about the death of king arthur?
q390	Who plays the voice of darth vader in star wars Episodes III–VI, IX, and Rebels?
q391	Who plays the voice of darth vader in star wars for vocal effects?
q392	Who plays the voice of darth vader in the star wars radio series?
q393	Who plays the voice of darth vader in star wars Episodes III–VI, IX, Rogue One, Rebels?
q394	Who plays the vocal effect of darth vader in star wars?
q395	Who plays the voice of darth vader in star wars radio drama?
q396	Beatles do you want to know a secret lead vocals singer?
q397	Beatles do you want to know a secret backing vocals singer?
q398	What is the statue in piccadilly circus correctly called?
q399	What is the statue in piccadilly mistakenly called?
q400	What is the name of the large structure in Piccadilly Circus that contains the statue?
q401	What is the name of the statue portion of Shaftesbury Memorial Fountain?
q402	What is a set of kettledrums in an orchestra called in modern English?
q403	What is a set of kettledrums in an orchestra called in older English texts?
q404	Who is the administrator of the small business administration from 2017 to 2019?
q405	Who is the administrator of the small business administration from January 2017 to February 2017?
q406	Who is the administrator of the small business administration from 2014 to 2017?
q407	Who is the administrator of the small business administration, starting on Feburary 14, 2017?
q408	Who is the administrator of the small business administration, starting on January 20, 2017?
q409	Who is the administrator of the small business administration, starting on April 7, 2014?
q410	How much did the deepwater horizon oil spill cost bp in fines and other payments?
q411	As of 2018, how much total did the deepwater horizon oil spill cost bp?
q412	How much did the deepwater horizon oil spill cost bp in fines after a September 2014 ruling?
q413	How much did the deepwater horizon oil spill cost BP in cleanup costs?
q414	How much did the deepwater horizon oil spill cost BP in fines?
q415	When was the first piece of nonwritten music made?
q416	When was the first piece of written music made?
q417	Who from Mississippi wrote the song forever and ever amen?
q418	Who from North Carolina wrote the song forever and ever amen?
q419	Who from Mississippi wrote the song forever and ever amen?
q420	Who from North Carolina wrote the song forever and ever amen?
q421	Who acted as harley quinn in the 2016 suicide squad?
q422	Who acted as harley quinn in the Suicide Squad: Hell to Pay?
q423	Who acted as harley quinn in suicide squad 2?
q424	Where was the British in the dark tv series filmed?
q425	Where was the American in the dark tv series filmed?
q426	Who is playing parvati role in mahadev serial 2014?
q427	Who is playing parvati role in mahadev serial 2013?
q428	Who is playing parvati role in mahadev serial 2012?
q429	What did modern conservatives in the 1980s want to reduce with respect to political ideology?
q430	What did modern conservatives in the 1980s want to reduce with respect to economic policy?
q431	What did modern conservatives in the 1980s want to reduce in government outlays?
q432	What does FIFA stand for?
q433	How many member countries are in the FIFA?
q434	Who is fifa?
q435	how many member countries does FIFA have?
q436	Which Stanley Cup was the new york rangers last win of the stanley cup?
q437	On what date did the new york rangers last win the stanley cup?
q438	When did the new york rangers last win the stanley cup in the 1990s?
q439	When did the new york rangers last win the stanley cup in the 1940s?
q440	When did the new york rangers last win the stanley cup in the 1920s?
q441	What is the purpose of a traffic circle in terms of safety?
q442	What is the purpose of a traffic circle in terms of how it establishes a flow of traffic?
q443	What is the purpose of a traffic circle in terms of environmental benefits?
q444	In what year will Halley's comet come back around?
q445	How often does Halley's comet come back around?
q446	When is the period does halley's comet come back around?
q447	When is the next time does halley's comet come back around?
q448	To what team did kevin durant go in the nba draft?
q449	Where in the draft order did kevin durant go in the nba draft?
q450	Where did kevin durant go to college during the nba draft?
q451	Who plays the role of skin changer in Peter Jackson's hobbit?
q452	Who plays the voice of the skin changer in the hobbit 2003 video game?
q453	The hunting guy who tries to kill bugs bunny?
q454	The gun-slinging guy who tries to kill bugs bunny?
q455	The guy with unusual speech who tries to kill bugs bunny?
q456	The prospector guy who tries to kill bugs bunny?
q457	Who induced the first successful therapeutic pneumothorax resulting in a cured tuberculosis patient?
q458	Who came up with the first effective antibiotic for tuberculosis?
q459	Who originally tested the first oral mycobactericidal drug on tuberculosis?
q460	Who came up with a drug in the 1970s that shortened recovery and reduced cases of tuberculosis?
q461	Who came up with the first vaccine immunizing against tuberculosis?
q462	When will they finish building the steeples and most of the structure of sagrada familia?
q463	When will they finish building the decorative elements of sagrada familia?
q464	When will the steeples and most of the churches structures of the Sagrada Familia be completed?
q465	When will the decorative elements of the Sagrada Familia be completed?
q466	When did the 2017 Epcot International Food & Wine Festival end?
q467	When did the 2016 Epcot International Food & Wine Festival end?
q468	When did the 2015 Epcot International Food & Wine Festival end?
q469	Who wrote the lyrics for the song mary did you know?
q470	Who wrote the music for the song mary did you know?
q471	The bill of rights applies to the states through this 1868 amendment?
q472	The bill of rights applies to the states through this 1870 amendment?
q473	Who's won the most men's premierships in vfl/afl?
q474	Who's won the most men's reserves premierships in vfl/afl?
q475	Who's won the most men's under-19s premierships in vfl/afl?
q476	Who's won the most women's premierships in afl?
q477	Nominated in the best foreign film category at the oscars mother india lost to what movie?
q478	Nominated in the best foreign film category at the oscars mother india lost to what director and filmwriter?
q479	When did construction begin on the Bellagio in Las Vegas?
q480	When did the Bellagio in Las Vegas open?
q481	When did the bellagio in las vegas first start to be built?
q482	When was the bellagio in las vegas finished being built and opened?
q483	Who sings the song you got to keep your head up from February 24, 2011?
q484	Who sings the song you got to keep your head up from August 26, 2011?
q485	Who sings the song you got to keep your head up from 2009?
q486	Who sings the song Keep Ya Head Up?
q487	When did the law pass where 21 would become the uniform legal drinking age across the US?
q488	Age 21 became the legal drinking age across the US, requiring states to officially have their drinking ages raised to 21 by when?
q489	What party took control of the Italian government in 1922?
q490	What leader took control of the Italian government in 1922?
q491	What faction took control of the Italian government in 1922?
q492	Who is the party that took control of the italian government in 1922?
q493	Who is the prime minister that took control of the italian government in 1922?
q494	Who threw the last perfect game in 2012?
q495	Who threw the last perfect game in 2010?
q496	Who threw the last perfect game in 2009?
q497	What MLB player threw a perfect game on August 15, 2012?
q498	What MLB player threw a perfect game on June 13, 2012?
q499	What MLB player threw a perfect game on April 12, 2012?
q500	When was the first Tesla electric car prototype revealed to the public?
q501	When was the first Tesla electric car released to the public?
q502	When did the first Tesla electric car go to general production?
q503	When did england last make the quarter final of the men's fifa world cup as of 2006?
q504	When did england last make the quarter final of the men's fifa world cup as of 2002?
q505	When did england last make the quarter final of the men's fifa world cup as of 1998?
q506	When did England last make the quarter final of the FIFA women's world cup?
q507	Who referred to himself as the father of the blues?
q508	Who was considered by many to be the father of the Delta blues?
q509	Who was considered the father of Chicago blues?
q510	When was the song "I'll Be Home for Christmas" by Bing Crosby released?
q511	When was the EP I'll Be Home For Christmas released?
q512	When was the 1988 film I'll Be Home for Christmas released?
q513	When was the 1998 film I'll Be Home for Christmas released?
q514	When was the album I'll Be Home For Christmas  by Brian McKnight released?
q515	What bodies of water surround cabo san lucas as gulf?
q516	What bodies of water surround cabo san lucas as ocean?
q517	What bodies of water surround cabo san lucas to the east?
q518	What bodies of water surround cabo san lucas to the south and west?
q519	Who is the player  scored the first own goal in fifa world cup history?
q520	Who is team scored the first own goal in fifa world cup history?
q521	Who is the current chief judge of Allahabad High Court since 14 November 2018?
q522	Who was the chief judge of Allahabad High Court from 30 July 2016 to 23 October 2018?
q523	Who was the chief judge of Allahabad High Court from 31 October 2013 to 12 May 2016?
q524	Who is the chief judge of allahabad high court in 2017?
q525	Who is the chief judge of allahabad high court in 2015?
q526	Who is the chief judge of allahabad high court in 2013?
q527	Where did the novel Anne of Green Gables take place?
q528	Where did the 1985 film Anne of Green Gables take place?
q529	Where did the 1956 film Anne of Green Gables take place?
q530	In what type of residence did Anne of Green Gables take place?
q531	What date did Ben Stone leave Law and Order?
q532	What episode of Law and Order did Ben Stone last appear in?
q533	What was the total cost of the Italian cruise ship 'Costa Concordia' disaster including victims' compensation, refloating, towing and scrapping costs?
