108	Who was England's prime minister at the beginning of WWI?
109	Who was England's prime minister at the end of WWI?
110	Who played Snowman in the original Smokey and the Bandit?
111	Who played Snowman in the Smokey and the Bandit II?
112	Who played Snowman in the Smokey and the Bandit Part 3?
113	Who beat villanova in 2017 in the ncaa tournament?
114	Who beat villanova in 2015 in the ncaa tournament?
115	Who beat villanova in 2014 in the ncaa tournament?
116	Who beat villanova last year in the 2017 ncaa tournament?
117	Who beat villanova last year in the 2015 ncaa tournament?
118	Who beat last year in the 2014 ncaa tournament?
119	Who has scored most goals in international football as men?
120	Who has scored most goals in international football as women?
121	When was the 13th amendment ratified by the required number of states?
122	When was the 13th amendment ratified by the first group of states?
123	Who is hosting the next men's FIFA world cup in 2022?
124	Where will the next Rugby World Cup Sevens take place in 2022?
125	Who played warden hodges in the original dad's army tv show, radio show, and film?
126	Who played warden hodges in the 2016 film dad's army?
127	Who played warden hodges in the sitcom dad's army?
128	Who played warden hodges in the 2016 film dad's army?
129	Who played warden hodges in the 1971 film dad's army?
130	Who's the highest paid NBA player in the 2017-2018 season?
131	Who's the highest paid NBA player in the 2016-2017 season?
132	Who's the highest paid NBA player in the 2017-2018 season?
133	Who's the highest paid NBA player in the 2016-2017 season?
134	Who is the individual that was the leader of a 300 mile march to sacramento california?
135	Who is the group that organized a strike and 300 mile march to sacramento california?
136	Who voices Darth Vader in Star Wars Episodes III-VI, IX Rogue One, and Rebels?
137	Who voices Darth Vader in the Star Wars radio drama?
138	Who voices Darth Vader's vocal effects in Star Wars?
139	Who do some say lived to be the oldest person in the world?
140	Who lived to be the oldest person in the world whose age is undisputed?
141	Who lived to be the oldest person in the world as of 1997?
142	Who lived to be the oldest person in the world as of 1986?
143	Who lived to be the oldest person in the world as of 1985?
144	When does the 12th day of christmas begin for Eastern Christianity?
145	When does the 12th day of christmas begin according to the commercial calendar?
146	When does the 12th day of christmas begin in most Western ecclesiastical traditions?
147	When does the 12 days of christmas begin?
148	When does the final and 12th day of christmas begin?
149	When did alabama became a right to work state by adopting statutes?
150	When did alabama became a right to work state by constitutional provision?
151	"Who sings ""I'll Be Seeing You"" in the movie The Notebook?"
152	"Who sings a version of ""I'll Be Seeing You"" in The Notebook?"
153	"Who sings the version of ""I'll Be Seeing You"" that is heard second in The Notebook?"
154	"Who sings the version of ""I'll Be Seeing You that is heard first in The Notebook?"
155	What religious group wrote most of the New Testament?
156	Who wrote part of the New Testament and is generally thought *not* to be a Jewish Christian?
157	Who wrote the gospels of the New Testament?
158	Who wrote the Pauline epistles of the New Testament?
159	Who wrote the Epistle of James in the New Testament?
160	Who wrote the First Epistle of Peter?
161	The repetition of phrases or sentences with similar structures is called?
162	The repetition of phrases or sentences with similar meanings is called?
163	What was the last world series the cubs won before 2016?
164	What date was the last time the cubs won the world series before 2016?
165	Who plays chief superintendent Matthew Lawson on Doctor Blake Mysteries?
166	Who plays chief superintendent William Munro on Doctor Blake Mysteries?
167	Who plays chief superintendent Matthew Frank Carlyle on Doctor Blake Mysteries?
168	What play has the line it is a tale told by an idiot full of sound and fury?
169	What character said it is a tale told by an idiot full of sound and fury?
170	"What play has the line ""it is a tale told by an idiot full of sound and fury""?"
171	"What character said ""it is a tale told by an idiot full of sound and fury""?"
172	Where does the movie 10 Things I Hate About You take place?
173	Where was the movie 10 Things I Hate About You filmed?
174	Who is opening for shania twain in ottawa on the Rock This Country Tour?
175	Who is opening for shania twain in ottawa on the Up! Tour?
176	Who is opening for shania twain in ottawa on the Now Tour?
177	Who is opening for shania twain in ottawa on the Come On Over Tour?
178	When does airing of last chance u season 3 airing start to take place?
179	When does the football season for last chance u season 3 take place?
180	When did the games of Last Chance U season 3 take place?
181	When did the episodes of Last Chance U season 3 begin airing?
182	What's the most points scored in an nba game by combined team?
183	What's the most points scored in an nba game by a single team?
184	What's the most points scored in an nba game by an individual?
185	What is the highest amount of points scored by a single team in regular season NBA games?
186	What is the highest amount of points scored by a single team in regular season games in regulation?
187	What is the highest amount of points scored by a single team in playoff games?
188	What do you use to test lipids for abnormalities?
189	What method do you use to test for the presence of lipids?
190	What do you use to test for lipids in food?
191	What do you use to test for lipids in the body?
192	Who co-wrote give me a home among the gum trees and also goes by the name Captain Rock?
193	Who co-wrote give me a home among the gum trees and passed in 1995?
194	"Who recorded ""Get Low"" (which has lyrics saying ""to the window, to the wall"")?"
195	"Who was featured on Lil Jon & the East Side Boyz' recording of ""Get Low"" (which has lyrics saying ""to the window, to the wall"")?"
196	Who played Zordon in the earlier episodes of the original power rangers TV series?
197	Who played Zordon in the later episodes of the original power rangers TV series?
198	Who played Zordon in the original power rangers movie?
199	When did construction officially start on the sydney harbour bridge?
200	When did construction of the Arch start on the sydney harbour bridge?
201	Which characters were the original twins in everybody loves raymond?
202	Which actors were the original twins in everybody loves raymond?
203	What was the name of the greatest warrior for the trojans?
204	What was the position of the greatest warrior for the trojans?
205	Who is the sheriff of Maricopa County, Arizona from 1989-93?
206	Who is the sheriff of Maricopa County, Arizona from 1993-2017?
207	Who is the sheriff of Maricopa County, Arizona from 2017-present?
208	Who is the current sheriff of maricopa county arizona since 2017?
209	Who is the sheriff of maricopa county arizona, from 1993-2017?
210	Who is the sheriff of maricopa county arizona, from 1989-1993?
211	Japanese hotel run by same family for 1300 years in Komatsu?
212	Japanese hotel run by same family for 1300 years in Hayakawa?
213	When did the US start funding/supplying the second World War in Europe?
214	With the signing of what legislation did the US start funding/supplying the second World War in Europe?
215	"When did Roosevelt publicly confirm the ""shoot on sight"" order, effectively entering the US in the second world war in Europe?"
216	When did the US officially enter the second world war in europe?
217	Upon what event did the US officially enter the second world war in europe?
218	Who from Texas wrote brown eyes by destiny's child?
219	Who from Brazil wrote brown eyes by destiny's child?
220	What is the flower of the dead translated in spanish?
221	What flower is celebrated as the flower of the dead in Mexico?
222	Who do you play as in the main game of Resident Evil 7?
223	"Who do you play as in Resident Evil 7's downloadable content scenario ""Not a Hero""?"
224	"Who do you play as in Resident Evil 7's downloadable content scenario ""End of Zoe""?"
225	Who serves as the president of the senate in the texas legislature in general?
226	Who serves as the president of the senate in the texas legislature from 2015 to 2020?
227	Who serves as the president of the senate in the texas legislature from 2003 to 2015?
228	Who serves as the president of the senate in the texas legislature from 2000 to 2003?
229	"From the viewer's persepctive, who opened the gate to the prison, at the beginning of the walking dead's ""Killer Within"" episode?"
230	Who is the character that is discovered to have opened the gate in the prison walking dead?
231	Who is the actor that is discovered to have opened the gate in the prison walking dead?
232	Who owns green and black's organic chocolate in 2017?
233	Who owns green and black's organic chocolate in 2005?
234	Who owns green and black's organic chocolate in 1991?
235	Who first owned green and black's organic chocolate?
236	Who bought and owned green and black's organic chocolate in 2005?
237	Who owns green and black's organic chocolate after buying it from Cadbury?
238	Which political party is currently in power in ireland's Dáil Éireann from 2011 to 2016?
239	Which political party is currently in power in ireland's Dáil Éireann from 2016 to 2020?
240	Which political party is currently in power in ireland's presidency from 2011 to 2018?
241	Which political party is currently in power in ireland's presidency from 2004 to 2011?
242	Which political party is currently in power in ireland's presidency from 1997 to 2004?
243	Which political party is currently in power in ireland's Dáil Éireann from 2007 to 2011?
244	Where is the upper school of the Minnehana Academy in Minneapolis?
245	Where is the middle and lower school of the Minnehana Academy in Minneapolis?
246	Who was drafted first in the 2017 nfl draft as player?
247	Who was the team that drafted first in the 2017 nfl draft?
248	Who was the college that drafted first in the 2017 nfl draft?
249	Who was the conference that drafted first in the 2017 nfl draft?
250	Who wins at the end of friday night lights film?|Who wins at the end of friday night lights book?
251	Who wins at the end of friday night lights season 5?
252	What is the new name of bangalore city railway station?
253	What is the original name of bangalore city railway station?
254	Who's the team that has won the most total world series in baseball?
255	Who's the team that has won the most consecutive world series in baseball?
256	Who's the player that has won the most world series in baseball?
257	Who's the manager that has won the most world series in baseball?
258	Who's won the most world series in baseball as a player and coach combined?
259	Who plays adult Eun Jae in hello my twenties series 1?
260	Who plays young Eun Jae in hello my twenties series 1?
261	Who plays Eun Jae in hello my twenties series 2?
262	Who plays the young White Queen in the movie Alice: Through the Looking Glass?
263	Who plays the adult White Queen in the movie Alice: Through the Looking Glass?
264	Who wrote Delta of Venus (book)?
265	Who wrote Delta of Venus (movie)?
266	Who is the author character in the movie Delta of Venus?
267	Who plays the author character in the movie Delta of Venus?
268	What was the overall thing that led to the downfall of the incan empire?
269	What specific thing led to the downfall of the Incan empire?
270	What was the most devastating factor that led to the downfall of the incan empire?
271	What was the first epidemic leading to the downfall of the incan empire?
272	What foreign power shift helped lead to the downfall of the incan empire?
273	When did the first animated Teenage Mutant Ninja Turtles cartoon series come out?
274	When did the second teenage mutant ninja turtles animated cartoon series come out?
275	When did the 3D rendered computer animated Teenage Mutant Ninja Turtles cartoon series come out?
276	What material is Captain Americas shield made out of mostly?
277	What are all the materials Captain America's shield  ismade out of?
278	In section one of the dream of the rood what is the rood eventually drenched in beyond the gems?
279	In section two of the dream of the rood what is the rood eventually drenched in?
280	In section one of the dream of the rood what precious items is the rood drenched in?
281	When did the Seljuk Empire begin?
282	When did the Seljuk Empire end?
283	When did the seljuk empire begin?
284	When did the seljuk empire end?
285	What ability caused the st louis cardinals move to arizona?
286	What physical issue caused the st louis cardinals move to arizona?
287	What fan issue caused the st louis cardinals move to arizona?
288	Who played the baby in baby's day out as cast?
289	Who played the baby in baby's day out as stunt double?
290	Who played the baby's stunt double in Baby's Day Out?
291	What actors played the baby in Baby's Day Out?
292	Who originally sang still crazy after all these years?
293	Who sang still crazy after all these years in 2000?
294	Who sang still crazy after all these years in 1996?
295	Who sang still crazy after all these years in 1993?
296	Where did they film most of the movie in the heat of the night?
297	Where in Tennesse did they film part of the movie in the heat of the night?
298	Where did they film the chase scene in the movie in the heat of the night?
299	Where did they film the Compton's diner scenes in the movie in the heat of the night?
300	Which character sings you've got a friend in me in toy story 2 during Woody's Roundup?
301	Which actor sings you've got a friend in me in the English toy story 2 during Woody's Roundup?
302	Which character sings you've got a friend in me in toy story 2, not during Woody's Roundup?
303	Which actor sings you've got a friend in me in the English toy story 2, not during Woody's Roundup?
304	Which actor sings you've got a friend in me in the Spanish toy story 2?
305	When does the 2017-2018 champions league group stage start?
306	When does the 2016-2017 champions league group stage start?
307	When does the 2015-2016 champions league group stage start?
308	When did the 2017-18 UEFA Champions League group stage start?
309	When did the 2016-17 UEFA Champions League group stage start?
310	When did the 2015-16 UEFA Champions League group stage start?
311	Where did Blair and Serena from Gossip Girl go to high school?
312	Where did Blair from Gossip Girl go to college?
313	Where did Serena from Gossip Girl go to college?
314	What  was the name of where blair and serena go to school?
315	What city did blair and serena go to school?
316	When did the US go off the gold standard, but still allowed foreign governments to trade gold for dollars?
317	When did the US completely sever any link to the gold standard?
318	As the blues moved into Chicago's South Side what style of blues developed?
319	As blues moved into Chicago's South Side what style of blues developed that was influenced by Chicago blues?
320	What is the mechanical action that moves food into the esophagus?
321	What is the autonomic function that moves food from the esophagus to the stomach?
322	How could the person be described who developed a staining method that could be used to identify bacteria?
323	Which Danish bacteriologist developed a useful staining method to identify bacteria?|What is the name of the person who developed a staining method to identify bacteria?|Which Danish bacteriologist developed a useful staining method to identify bacteria in two large groups?
324	Who developed a useful staining method to identify acid-fast organisms?
325	What is the solid inner part of the earth called?
326	What is the solid, outer part of the earth called?
327	What is the solid part of the earth called, that was once liquid?
328	When did The Lion King preview premier on Broadway?
329	When did The Lion King officially open on Broadway?
330	Where is the stadium did italy win the world cup in 2006?
331	Where is the location did italy win the world cup in 2006?
332	In what location was the 2006 FIFA World Cup Final?
333	In what stadium was the 2006 FIFA World Cup Final?
334	Who is listed as the author of the first five books of Moses?
335	Who is accepted to be the author of the first five books of Moses?
336	In the 1700s, who became considered to be the author of the first five books of Moses?
337	Who does Wellhausen believe is a redactor of the first five books of Moses?
338	Who won the Final HoH in the American reality show Big Brother 20?
339	Who won the final vote in the British reality show Celebrity Big Brother 20?
340	Who was the side that won the battle of philippi civil war?
341	Who was the general that won and gained overnight fame at the battle of philippi civil war?
342	Who were the leaders in addition to McClellan that won the battle of philippi civil war?
343	Who were the units that won the battle of philippi civil war?
344	When does spring break occur in the US?
345	When does spring break typically start in the states of Massachusetts and Maine?
346	When year did the ancient chinese civilization begin?
347	When year did the ancient chinese civilization end?
348	During what dynasty did the ancient chinese civilization begin?
349	During what period did the ancient chinese civilization end?
350	Who played the father of Wally and Beaver in leave it to beaver?
351	Who played the father of Eddie in leave it to beaver?
352	Who played the father of Clarence in leave it to beaver?
353	Who played the father of Linda in leave it to beaver?
354	When was the last perfect game thrown in baseball by a RHP?
355	When was the last perfect game thrown in baseball by a LHP?
356	What did King John build on Kenilworth Castle?
357	What did King John do to Kenilworth Castle in the area of water?
358	Who is the salesgirl in zz top legs video?
359	Who are the Eliminator girls in zz top legs video?
360	"Who wrote the lyrics to Elvis's song ""In the Ghetto""?"
361	"Who wrote the lyrics to Busta Rhymes's song ""In the Ghetto""?"
362	Who is the writer whose work inspired the title of a raisin in the sun?
363	What is the work that inspired the title of a raisin in the sun?
364	Who from Harlem/A Dream Deferred inspired the title of a raisin in the sun?
365	"Who died on the Mountain Madness expedition in the book ""Into Thin Air""?"
366	"Who died on the Adventure consultants expedition in the book ""Into Thin Air""?"
367	"Who on the Indo-Tibetan Border Police died in the book ""Into Thin Air""?"
368	Who plays football on new years day 2018 at Peach Bowl?
369	Who plays football on new years day 2018 at Rose Bowl?
370	Who plays football on new years day 2018 at Sugar bowl?
371	When does the new royal liverpool hospital open before redevelopment?
372	When does the new royal liverpool hospital open after redevelopment?
373	Who played Matt Brody on the original Baywatch TV show?
374	Who played Matt Brody in the original Baywatch movie?
375	How long does a casual match last in Rainbow Six Siege?
376	How long does a ranked match last in Rainbow Six Siege?
377	Where is the rogers cup held in montreal in 1981?
378	Where is the rogers cup held in montreal beginning in 1996?
379	Where is three billboards outside of ebbing missouri principally filmed?
380	Where is three billboards outside of ebbing missouri filmed for the billboard scenes?
381	Who played Cowboy Curtis on The Pee-wee Herman Show 2010 revival?
382	Who played Cowboy Curtis on Pee-Wee's Playhouse?
383	When exactly in the course of a game can a player be substituted in soccer?
384	In most matches, when can a player be substituted in soccer in terms of frequency?
385	Who was the president of indian national congress when india became free due to the Indian Independence Act 1947 being passed?
386	Who was the president of indian national congress when india became free due to the Constitution of India taking effect?
387	Who is widely accepted as the author of a romance called le morte d'arthur about the death of king arthur?
388	How does the author of a romance called le morte d'arthur about the death of king arthur reference himself in his work?
389	According to the original publisher, who wrote a romance called le morte d'arthur about the death of king arthur?
390	Who plays the voice of darth vader in star wars Episodes III–VI, IX, and Rebels?
391	Who plays the voice of darth vader in star wars for vocal effects?
392	Who plays the voice of darth vader in the star wars radio series?
393	Who plays the voice of darth vader in star wars Episodes III–VI, IX, Rogue One, Rebels?
394	Who plays the vocal effect of darth vader in star wars?
395	Who plays the voice of darth vader in star wars radio drama?
396	Beatles do you want to know a secret lead vocals singer?
397	Beatles do you want to know a secret backing vocals singer?
398	What is the statue in piccadilly circus correctly called?
399	What is the statue in piccadilly mistakenly called?
400	What is the name of the large structure in Piccadilly Circus that contains the statue?
401	What is the name of the statue portion of Shaftesbury Memorial Fountain?
402	What is a set of kettledrums in an orchestra called in modern English?
403	What is a set of kettledrums in an orchestra called in older English texts?
404	Who is the administrator of the small business administration from 2017 to 2019?
405	Who is the administrator of the small business administration from January 2017 to February 2017?
406	Who is the administrator of the small business administration from 2014 to 2017?
407	Who is the administrator of the small business administration, starting on Feburary 14, 2017?
408	Who is the administrator of the small business administration, starting on January 20, 2017?
409	Who is the administrator of the small business administration, starting on April 7, 2014?
410	How much did the deepwater horizon oil spill cost bp in fines and other payments?
411	As of 2018, how much total did the deepwater horizon oil spill cost bp?
412	How much did the deepwater horizon oil spill cost bp in fines after a September 2014 ruling?
413	How much did the deepwater horizon oil spill cost BP in cleanup costs?
414	How much did the deepwater horizon oil spill cost BP in fines?
415	When was the first piece of nonwritten music made?
416	When was the first piece of written music made?
417	Who from Mississippi wrote the song forever and ever amen?
418	Who from North Carolina wrote the song forever and ever amen?
419	Who from Mississippi wrote the song forever and ever amen?
420	Who from North Carolina wrote the song forever and ever amen?
421	Who acted as harley quinn in the 2016 suicide squad?
422	Who acted as harley quinn in the Suicide Squad: Hell to Pay?
423	Who acted as harley quinn in suicide squad 2?
424	Where was the British in the dark tv series filmed?
425	Where was the American in the dark tv series filmed?
426	Who is playing parvati role in mahadev serial 2014?
427	Who is playing parvati role in mahadev serial 2013?
428	Who is playing parvati role in mahadev serial 2012?
429	What did modern conservatives in the 1980s want to reduce with respect to political ideology?
430	What did modern conservatives in the 1980s want to reduce with respect to economic policy?
431	What did modern conservatives in the 1980s want to reduce in government outlays?
432	What does FIFA stand for?
433	How many member countries are in the FIFA?
434	Who is fifa?
435	how many member countries does FIFA have?
436	Which Stanley Cup was the new york rangers last win of the stanley cup?
437	On what date did the new york rangers last win the stanley cup?
438	When did the new york rangers last win the stanley cup in the 1990s?
439	When did the new york rangers last win the stanley cup in the 1940s?
440	When did the new york rangers last win the stanley cup in the 1920s?
441	What is the purpose of a traffic circle in terms of safety?
442	What is the purpose of a traffic circle in terms of how it establishes a flow of traffic?
443	What is the purpose of a traffic circle in terms of environmental benefits?
444	In what year will Halley's comet come back around?
445	How often does Halley's comet come back around?
446	When is the period does halley's comet come back around?
447	When is the next time does halley's comet come back around?
448	To what team did kevin durant go in the nba draft?
449	Where in the draft order did kevin durant go in the nba draft?
450	Where did kevin durant go to college during the nba draft?
451	Who plays the role of skin changer in Peter Jackson's hobbit?
452	Who plays the voice of the skin changer in the hobbit 2003 video game?
453	The hunting guy who tries to kill bugs bunny?
454	The gun-slinging guy who tries to kill bugs bunny?
455	The guy with unusual speech who tries to kill bugs bunny?
456	The prospector guy who tries to kill bugs bunny?
457	Who induced the first successful therapeutic pneumothorax resulting in a cured tuberculosis patient?
458	Who came up with the first effective antibiotic for tuberculosis?
459	Who originally tested the first oral mycobactericidal drug on tuberculosis?
460	Who came up with a drug in the 1970s that shortened recovery and reduced cases of tuberculosis?
461	Who came up with the first vaccine immunizing against tuberculosis?
462	When will they finish building the steeples and most of the structure of sagrada familia?
463	When will they finish building the decorative elements of sagrada familia?
464	When will the steeples and most of the churches structures of the Sagrada Familia be completed?
465	When will the decorative elements of the Sagrada Familia be completed?
466	When did the 2017 Epcot International Food & Wine Festival end?
467	When did the 2016 Epcot International Food & Wine Festival end?
468	When did the 2015 Epcot International Food & Wine Festival end?
469	Who wrote the lyrics for the song mary did you know?
470	Who wrote the music for the song mary did you know?
471	The bill of rights applies to the states through this 1868 amendment?
472	The bill of rights applies to the states through this 1870 amendment?
473	Who's won the most men's premierships in vfl/afl?
474	Who's won the most men's reserves premierships in vfl/afl?
475	Who's won the most men's under-19s premierships in vfl/afl?
476	Who's won the most women's premierships in afl?
477	Nominated in the best foreign film category at the oscars mother india lost to what movie?
478	Nominated in the best foreign film category at the oscars mother india lost to what director and filmwriter?
479	When did construction begin on the Bellagio in Las Vegas?
480	When did the Bellagio in Las Vegas open?
481	When did the bellagio in las vegas first start to be built?
482	When was the bellagio in las vegas finished being built and opened?
483	Who sings the song you got to keep your head up from February 24, 2011?
484	Who sings the song you got to keep your head up from August 26, 2011?
485	Who sings the song you got to keep your head up from 2009?
486	Who sings the song Keep Ya Head Up?
487	When did the law pass where 21 would become the uniform legal drinking age across the US?
488	Age 21 became the legal drinking age across the US, requiring states to officially have their drinking ages raised to 21 by when?
489	What party took control of the Italian government in 1922?
490	What leader took control of the Italian government in 1922?
491	What faction took control of the Italian government in 1922?
492	Who is the party that took control of the italian government in 1922?
493	Who is the prime minister that took control of the italian government in 1922?
494	Who threw the last perfect game in 2012?
495	Who threw the last perfect game in 2010?
496	Who threw the last perfect game in 2009?
497	What MLB player threw a perfect game on August 15, 2012?
498	What MLB player threw a perfect game on June 13, 2012?
499	What MLB player threw a perfect game on April 12, 2012?
500	When was the first Tesla electric car prototype revealed to the public?
501	When was the first Tesla electric car released to the public?
502	When did the first Tesla electric car go to general production?
503	When did england last make the quarter final of the men's fifa world cup as of 2006?
504	When did england last make the quarter final of the men's fifa world cup as of 2002?
505	When did england last make the quarter final of the men's fifa world cup as of 1998?
506	When did England last make the quarter final of the FIFA women's world cup?
507	Who referred to himself as the father of the blues?
508	Who was considered by many to be the father of the Delta blues?
509	Who was considered the father of Chicago blues?
510	"When was the song ""I'll Be Home for Christmas"" by Bing Crosby released?"
511	When was the EP I'll Be Home For Christmas released?
512	When was the 1988 film I'll Be Home for Christmas released?
513	When was the 1998 film I'll Be Home for Christmas released?
514	When was the album I'll Be Home For Christmas  by Brian McKnight released?
515	What bodies of water surround cabo san lucas as gulf?
516	What bodies of water surround cabo san lucas as ocean?
517	What bodies of water surround cabo san lucas to the east?
518	What bodies of water surround cabo san lucas to the south and west?
519	Who is the player  scored the first own goal in fifa world cup history?
520	Who is team scored the first own goal in fifa world cup history?
521	Who is the current chief judge of Allahabad High Court since 14 November 2018?
522	Who was the chief judge of Allahabad High Court from 30 July 2016 to 23 October 2018?
523	Who was the chief judge of Allahabad High Court from 31 October 2013 to 12 May 2016?
524	Who is the chief judge of allahabad high court in 2017?
525	Who is the chief judge of allahabad high court in 2015?
526	Who is the chief judge of allahabad high court in 2013?
527	Where did the novel Anne of Green Gables take place?
528	Where did the 1985 film Anne of Green Gables take place?
529	Where did the 1956 film Anne of Green Gables take place?
530	In what type of residence did Anne of Green Gables take place?
531	What date did Ben Stone leave Law and Order?
532	What episode of Law and Order did Ben Stone last appear in?
533	What was the total cost of the Italian cruise ship 'Costa Concordia' disaster including victims' compensation, refloating, towing and scrapping costs?
534	What was the initial estimated cost to salvage the Italian cruise ship 'Costa Concordia'?
535	What was the final cost of the salvage for the Italian cruise ship 'Costa Concordia'?
536	What episode does toby come back to the office?
537	Which date did the episode air that toby comes back to the office?
538	Who is the Hertfordshire fire and rescue service chief fire officer?
539	Who is the Hertfordshire fire and rescue service deputy chief fire officer?
540	Who is the hertfordshire fire and rescue service chief fire officer?
541	Who is the hertfordshire fire and rescue service deputy chief fire officer?
542	In 2017, who was the chairman of public accounts committee of lok sabha?
543	In 2016, who was the chairman of public accounts committee of lok sabha?
544	I 2015, who was the chairman of public accounts committee of lok sabha?
545	When did ben rectors new album, Brand New, come out?
546	When did ben rectors new album, The Walking in Between, come out?
547	When did ben rectors new album, Something Like This, come out?
548	Which world cup did spain win their first men's fifa world cup?
549	What date did spain win their first men's fifa world cup?
550	What date did spain win their first men's FIBA world cup?
551	Which world cup did spain win their first men's FIBA world cup?
