26	"""Keep Ya Head Up"" is a 1993 hit single by 2Pac. The song features R&B singer Dave Hollister and is dedicated to black women and Latasha Harlins."							
27	Keep Ya Head Up. https://en.wikipedia.org/wiki/Keep%20Ya%20Head%20Up							
28	Keep Your Head Up (Ben Howard song). https://en.wikipedia.org/wiki/Keep%20Your%20Head%20Up%20%28Ben%20Howard%20song%29							
29	Keep Your Head Up (Girls Can't Catch song). https://en.wikipedia.org/wiki/Keep%20Your%20Head%20Up%20%28Girls%20Can%27t%20Catch%20song%29							
30	Keep Your Head Up (Andy Grammer song). https://en.wikipedia.org/wiki/Keep%20Your%20Head%20Up%20%28Andy%20Grammer%20song%29							
31	"""Keep Your Head Up"" is the debut single by American recording artist Andy Grammer from his eponymous debut studio album ""Andy Grammer"" (2011)."							
32	The song was first released February 24, 2011 as the album's lead single.							
33	"""Keep Your Head Up"" is a song by British singer-songwriter Ben Howard from his debut studio album ""Every Kingdom""."							
34	 It was released as a single in the United Kingdom on 26 August 2011 as a digital download.							
35	Alexandra Caroline Grey,[3] M.D. is a fictional character from ABC's medical drama television series Grey's Anatomy, portrayed by actress Chyler Leigh. 							
36	"""Keep Your Head Up is the debut single by British girl group Girls Can't Catch. "							
37	It was released on 30 July 2009, and entered the UK Singles Chart at number 26. 							
38	"""Keep Ya Head Up"" is a 1993 hit single by 2Pac. "							
39	Tupac Amaru Shakur (/ˈtuːpɑːk ʃəˈkʊər/ TOO-pahk shə-KOOR; born Lesane Parish Crooks, June 16, 1971 – September 13, 1996), better known by his stage name 2Pac and by his alias Makaveli, was an American rapper, songwriter, and actor.							
40	National Minimum Drinking Age Act. https://en.wikipedia.org/wiki/National%20Minimum%20Drinking%20Age%20Act							
41	In 1984, Congress passed the National Minimum Drinking Age Act, which required states to raise their ages for purchase and public possession to 21 by October 1986 or lose 10% of their federal highway funds.							
42	The National Minimum Drinking Age Act of 1984 (23 U.S.C. § 158) was passed by the United States Congress and was later signed into law by President Ronald Reagan on July 17, 1984.							
43	The act would punish any state that allowed persons under 21 years to purchase alcoholic beverages by reducing its annual federal highway apportionment by 10 percent. 							
44	The National Minimum Drinking Age Act of 1984 (23 U.S.C. § 158) was passed by the United States Congress and was later signed into law by President Ronald Reagan on July 17, 1984.[1][2][3]							
45	"Fascist Italy is the era of National Fascist Party government from 1922 to 1943 with Benito Mussolini as Prime Minister of the Kingdom of Italy. The Italian Fascists imposed totalitarian rule and crushed political and intellectual opposition, while promoting economic modernization, traditional social values and a rapprochement with the Roman Catholic Church. According to Payne (1996), ""[the] Fascist government passed through several relatively distinct phases"". The first phase (1923–1925) was nominally a continuation of the parliamentary system, albeit with a ""legally-organized executive dictatorship"". The second phase (1925–1929) was ""the construction of the Fascist dictatorship proper"". The third phase (1929–1934) was with less activism. The fourth phase (1935–1940) was characterized by an aggressive foreign policy: Second Italo-Ethiopian War, which was launched from Eritrea and Somaliland; confrontations with the League of Nations, leading to sanctions; growing economic autarky; invasion of Albania; and the signing of the Pact of Steel. The fifth phase (1940–1943) was World War II itself which ended in military defeat, while the sixth and final phase (1943–1945) was the rump Salò Government under German control."							
46	The eighth season of the American television medical drama Grey's Anatomy, commenced airing on the American Broadcasting Company (ABC) on September 22, 2011, with a special 2-hour episode and ended on May 17, 2012 with the eighth season having a total of 24 episodes.							
47	"Fascist Italy is the era of National Fascist Party government from 1922 to 1943 with Benito Mussolini as Prime Minister of the Kingdom of Italy. The Italian Fascists imposed totalitarian rule and crushed political and intellectual opposition, while promoting economic modernization, traditional social values and a rapprochement with the Roman Catholic Church. According to Payne (1996), ""[the] Fascist government passed through several relatively distinct phases"". The first phase (1923–1925) was nominally a continuation of the parliamentary system, albeit with a ""legally-organized executive dictatorship"". The second phase (1925–1929) was ""the construction of the Fascist dictatorship proper"". The third phase (1929–1934) was with less activism. The fourth phase (1935–1940) was characterized by an aggressive foreign policy: Second Italo-Ethiopian War, which was launched from Eritrea and Somaliland; confrontations with the League of Nations, leading to sanctions; growing economic autarky; invasion of Albania; and the signing of the Pact of Steel. The fifth phase (1940–1943) was World War II itself which ended in military defeat, while the sixth and final phase (1943–1945) was the rump Salò Government under German control."							
48	"Fascist Italy is the era of National Fascist Party government from 1922 to 1943 with Benito Mussolini as Prime Minister of the Kingdom of Italy. The Italian Fascists imposed totalitarian rule and crushed political and intellectual opposition, while promoting economic modernization, traditional social values and a rapprochement with the Roman Catholic Church. According to Payne (1996), ""[the] Fascist government passed through several relatively distinct phases"". The first phase (1923–1925) was nominally a continuation of the parliamentary system, albeit with a ""legally-organized executive dictatorship"". The second phase (1925–1929) was ""the construction of the Fascist dictatorship proper"". The third phase (1929–1934) was with less activism. The fourth phase (1935–1940) was characterized by an aggressive foreign policy: Second Italo-Ethiopian War, which was launched from Eritrea and Somaliland; confrontations with the League of Nations, leading to sanctions; growing economic autarky; invasion of Albania; and the signing of the Pact of Steel. The fifth phase (1940–1943) was World War II itself which ended in military defeat, while the sixth and final phase (1943–1945) was the rump Salò Government under German control."							
49	"Fascist Italy is the era of National Fascist Party government from 1922 to 1943 with Benito Mussolini as Prime Minister of the Kingdom of Italy. The Italian Fascists imposed totalitarian rule and crushed political and intellectual opposition, while promoting economic modernization, traditional social values and a rapprochement with the Roman Catholic Church. According to Payne (1996), ""[the] Fascist government passed through several relatively distinct phases"". The first phase (1923–1925) was nominally a continuation of the parliamentary system, albeit with a ""legally-organized executive dictatorship"". The second phase (1925–1929) was ""the construction of the Fascist dictatorship proper"". The third phase (1929–1934) was with less activism. The fourth phase (1935–1940) was characterized by an aggressive foreign policy: Second Italo-Ethiopian War, which was launched from Eritrea and Somaliland; confrontations with the League of Nations, leading to sanctions; growing economic autarky; invasion of Albania; and the signing of the Pact of Steel. The fifth phase (1940–1943) was World War II itself which ended in military defeat, while the sixth and final phase (1943–1945) was the rump Salò Government under German control."							
50	Fascist Italy (1922–1943). https://en.wikipedia.org/wiki/Fascist%20Italy%20%281922%E2%80%931943%29							
51	The Kingdom of Italy was governed by the National Fascist Party from 1922 to 1943 with Benito Mussolini as prime minister. 							
52	The National Fascist Party (Italian: Partito Nazionale Fascista, PNF) was an Italian political party, created by Benito Mussolini as the political expression of Italian Fascism and as a reorganization of the previous Italian Fasces of Combat.							
53	The Kingdom of Italy was governed by the National Fascist Party from 1922 to 1943 with Benito Mussolini as prime minister.							
54	On August 15, 2012, Félix Hernández of the Seattle Mariners threw the 23rd perfect game in MLB history (and the first in August) against the Tampa Bay Rays. This was the first perfect game in Mariners history, and the franchise's fourth no-hitter. Hernandez's performance was highlighted by 12 strikeouts and a career-high 26 swinging-strikes. In an on-field interview immediately following the last out, Hernandez said he had started thinking about the possibility of a perfect game in the second inning. It was the third time in the past four seasons that Tampa Bay was on the losing side of a perfect game. Four Rays—Evan Longoria, Carlos Peña, B.J. Upton, and Ben Zobrist—joined Alfredo Griffin in having played in three perfect games for the losing team; all four also participated in Buehrle's and Braden's.							
55	On June 13, 2012, Matt Cain of the San Francisco Giants pitched the first perfect game in Giants franchise history, the second of three in 2012, and the 22nd in MLB history. Third baseman Joaquín Árias threw out Jason Castro for the final out on a chopped grounder he fielded deep behind the bag. Cain tallied 14 strikeouts, tying Sandy Koufax for the most strikeouts in a perfect game. Cain's 125 pitches are the most ever thrown in a perfect game. Cain was aided by a running catch at the wall by Melky Cabrera in the 6th and a diving catch by Gregor Blanco in the 7th. The winning Giants scored 10 runs, making this the highest-scoring perfect game. Home plate umpire Ted Barrett had also called Cone's perfect game, making him the only person to call two; having umpired at third base for Humber's game, Barrett also became just the second man, after Alfredo Griffin, to have been on the field for three perfect games—within two months; since then, there have been four more.							
56	On April 21, 2012, Philip Humber of the Chicago White Sox pitched the third perfect game in White Sox history. The final out of Humber's perfect game came after a full-count check-swing third strike to Brendan Ryan on a ball that catcher A. J. Pierzynski dropped. As Ryan disputed umpire Brian Runge's decision that he had swung, Pierzynski threw the ball to first base for the final out. As with Braden, Humber's perfect game was the first complete game of his career. Humber's lifetime major league record of 16-23 gives him the fewest career wins of any pitcher who has thrown an MLB perfect game. The White Sox became the second franchise with three perfect games, joining the Yankees.							
57	"""Flight"" is the twenty-fourth episode and the season finale of the eighth season of the American television medical drama Grey's Anatomy, and the show's 172nd episode overall."							
58	List of Major League Baseball perfect games. https://en.wikipedia.org/wiki/List%20of%20Major%20League%20Baseball%20perfect%20games							
59	Mark Buehrle of the Chicago White Sox pitched a perfect game against the Tampa Bay Rays.							
60	On Thursday, July 23, 2009, every batter Mark Buehrle faced was retired.							
61	On May 29, 2010, Roy Halladay of the Philadelphia Phillies pitched the twentieth perfect game in Major League Baseball history, against the Florida Marlins in Sun Life Stadium.							
62	On August 15, 2012, Félix Hernández of the Seattle Mariners threw the 23rd perfect game in MLB history (and the first in August) against the Tampa Bay Rays.							
63	On June 13, 2012, Matt Cain of the San Francisco Giants pitched the first perfect game in Giants franchise history, the second of three in 2012, and the 22nd in MLB history.							
64	On April 21, 2012, Philip Humber of the Chicago White Sox pitched the third perfect game in White Sox history.							
65	Over the 150 years of Major League Baseball history, and over 218,400 games played,[1] there have been 23 official perfect games by the current definition.[2][3]							
66	A perfect game in Major League Baseball is a game by a pitcher (or combination of pitchers) that lasts a minimum of nine innings with no batter reaching first base.[2]							
67	Mark Buehrle of the Chicago White Sox pitched a perfect game against the Tampa Bay Rays. On Thursday, July 23, 2009, every batter Mark Buehrle faced was retired.							
68	In the episode, 6 doctors from Seattle Grace Mercy West Hospital who are victims of an aviation accident fight to stay alive, but Dr. Lexie Grey (Chyler Leigh) ultimately dies.							
69	Halladay, of the Philadelphia Phillies, pitched a perfect game on May 29, 2010 against the Florida Marlins, the second perfect game of the 2010 season 20 days after Braden's, the shortest period between perfect games in the modern era.[41]							
70	"Félix Abraham Hernández García (born April 8, 1986), nicknamed ""King Félix"", is a Venezuelan professional baseball pitcher who is a free agent."							
71	Prototypes of the car were officially revealed to the public on July 19, 2006, in Santa Monica, California, at a 350-person invitation-only event held in Barker Hangar at Santa Monica Airport.							
72	"It was featured in ""Time"" in December 2006 as the recipient of the magazine's ""Best Inventions 2006—Transportation Invention"" award. The first ""Signature One Hundred"" set of fully equipped Roadsters sold out in less than three weeks, the second hundred sold out by October 2007 and general production began on March 17, 2008."							
73	Tesla, Inc.. https://en.wikipedia.org/wiki/Tesla%2C%20Inc.							
74	Tesla Roadster (2008). https://en.wikipedia.org/wiki/Tesla%20Roadster%20%282008%29							
75	Prototypes of the car were officially revealed to the public on July 19, 2006, in Santa Monica, California, at a 350-person invitation-only event held in Barker Hangar at Santa Monica Airport.							
76	"The first ""Signature One Hundred"" set of fully equipped Roadsters sold out in less than three weeks, the second hundred sold out by October 2007 and general production began on March 17, 2008."							
77	The Tesla Roadster is a battery electric vehicle (BEV) sports car, based on the Lotus Elise chassis, that was produced by the electric car firm Tesla Motors (now Tesla, Inc.) in California from 2008 to 2012.							
78	England have qualified for the FIFA Women's World Cup five times, reaching the quarter-finals on three occasions; in 1995, 2007, and 2011, finishing third in 2015 and fourth in 2019. They reached the final of the UEFA Women's Championship in 1984 and 2009.							
79	"""One Flight Down"" is the twentieth episode of the eleventh season of the American television medical drama Grey's Anatomy, and is the 240th episode overall."							
80	England women's national football team. https://en.wikipedia.org/wiki/England%20women%27s%20national%20football%20team							
81	England at the FIFA World Cup. https://en.wikipedia.org/wiki/England%20at%20the%20FIFA%20World%20Cup							
82	2002 FIFA World Cup. https://en.wikipedia.org/wiki/2002%20FIFA%20World%20Cup							
83	The England national football team has competed at the FIFA World Cup since 1950.							
84	It was held from 31 May to 30 June 2002 at sites in South Korea and Japan, with its final match hosted by Japan at International Stadium in Yokohama.							
85	In Germany, however, England were less convincing.							
86	The England national football team has competed at the FIFA World Cup since 1950.							
87	William Christopher Handy (November 16, 1873 – March 28, 1958) was a composer and musician, and called himself the Father of the Blues. An African American, Handy was one of the most influential songwriters in the United States. One of many musicians who played the distinctively American blues music, Handy did not create the blues genre but was the first to publish music in the blues form, thereby taking the blues from a regional music style (Delta blues) with a limited audience to a new level of popularity.							
88	"Charley Patton (died April 28, 1934), also known as Charlie Patton, was an American Delta blues musician. Considered by many to be the ""Father of the Delta Blues"", he created an enduring body of American music and inspired most Delta blues musicians. The musicologist Robert Palmer considered him one of the most important American musicians of the twentieth century."							
89	"McKinley Morganfield (April 4, 1913 April 30, 1983), known professionally as Muddy Waters, was an American blues singer-songwriter and musician who is often cited as the ""father of modern Chicago blues"", and an important figure on the post-war blues scene. His style of playing has been described as ""raining down Delta beatitude""."							
90	On 14 August 2004, OBC amalgamated Global Trust Bank (GTB). GTB was a leading private sector bank in India that was associated with various financial discrepancies leading to a moratorium being imposed by RBI shortly before it merged into OBC. The acquisition brought with it 103 branches, which increased OBC's branch total to 1092. As per March 2018-2019 annual report, it has 2390 branches and 2625 ATMs pan India.							
91	W. C. Handy. https://en.wikipedia.org/wiki/W.%20C.%20Handy							
92	Portal:Blues/Selected biography. https://en.wikipedia.org/wiki/Portal%3ABlues/Selected%20biography							
93	Robert Johnson. https://en.wikipedia.org/wiki/Robert%20Johnson							
94	Jimmie Rodgers (country singer). https://en.wikipedia.org/wiki/Jimmie%20Rodgers%20%28country%20singer%29							
95	Charley Patton. https://en.wikipedia.org/wiki/Charley%20Patton							
96	Muddy Waters. https://en.wikipedia.org/wiki/Muddy%20Waters							
97	The song was written by the lyricist Kim Gannon and composer Walter Kent. Songwriter and later producer and manager for The Platters, Buck Ram, who said he previously wrote a poem and song with the same title, was credited as a co-writer of the song following a lawsuit brought by Ram's publisher, Mills Music. Bing Crosby's original 1943 release of the song on Decca Records listed only Walter Kent and Kim Gannon as the songwriters on the record label. Later pressings added the name of Buck Ram to the songwriting credit.							
98	I'll Be Home for Christmas is a Christmas-themed extended play released by Epic Records and Syco Entertainment on November 24, 2014. L.A. Reid served as the EP's executive producer, and it is Epic Records' first-ever holiday extended play.							
99	I'll Be Home for Christmas is a 1998 American Christmas family comedy film directed by Arlene Sanford. The plot follows a college student who must make it from his campus in Los Angeles, California to his family's home in Larchmont, New York in time for Christmas dinner in order to win his father's Porsche. It stars Jonathan Taylor Thomas, Jessica Biel, Adam LaVorgna, Sean O'Bryan and Gary Cole and was released on November 13, 1998.							
100	I'll Be Home for Christmas (1998 film). https://en.wikipedia.org/wiki/I%27ll%20Be%20Home%20for%20Christmas%20%281998%20film%29							
101	On 14 August 2004, OBC amalgamated Global Trust Bank (GTB). GTB was a leading private sector bank in India that was associated with various financial discrepancies leading to a moratorium being imposed by RBI shortly before it merged into OBC. The acquisition brought with it 103 branches, which increased OBC's branch total to 1092. As per March 2018-2019 annual report, it has 2390 branches and 2625 ATMs pan India.							
102	I'll Be Home for Christmas (disambiguation). https://en.wikipedia.org/wiki/I%27ll%20Be%20Home%20for%20Christmas%20%28disambiguation%29							
103	I'll Be Home for Christmas. https://en.wikipedia.org/wiki/I%27ll%20Be%20Home%20for%20Christmas							
104	I'll Be Home for Christmas (EP). https://en.wikipedia.org/wiki/I%27ll%20Be%20Home%20for%20Christmas%20%28EP%29							
105	"""I'll Be Home for Christmas"" is a Christmas song written by the lyricist Kim Gannon and composer Walter Kent and recorded in 1943 by Bing Crosby, who scored a top ten hit with the song."							
106	The film, which stars Hal Holbrook and Eva Marie Saint, deals with the lives and relationships of a Massachusetts family during the final Christmas of World War II.[1]							
107	It stars Jonathan Taylor Thomas, Jessica Biel, Adam LaVorgna, Sean O'Bryan and Gary Cole and was released on November 13, 1998.							
108	The main draw for most visitors has been the environment, where the desert meets the sea, best symbolized by El Arco, a natural stone arch over the ocean in Cabo San Lucas where the Pacific Ocean and the Gulf of California meet. The natural features have led to ecotourism such as boat tours to El Arco, tours of the San Jose Estuary and the coral reefs of Cabo Pulmo, and whale watching from January to March, when the animals are here to breed.							
109	The municipality borders that of La Paz to the north, with the Pacific Ocean and Gulf of California surrounding it in the other directions. The municipal government consists of a municipal president, a syndic and fourteen representatives called regidors.							
110	Gulf of California. https://en.wikipedia.org/wiki/Gulf%20of%20California							
111	Los Cabos Municipality. https://en.wikipedia.org/wiki/Los%20Cabos%20Municipality							
112	"Sounds of Silence is the second studio album by Simon & Garfunkel, released on January 17, 1966. The album's title is a slight modification of the title of the duo's first major hit, ""The Sound of Silence"", which originally was released as ""The Sounds of Silence"". The song had earlier been released in an acoustic version on the album ""Wednesday Morning, 3 A.M."", and later on the soundtrack to the movie ""The Graduate"". Without the knowledge of Paul Simon or Art Garfunkel, electric guitars, bass and drums were overdubbed by Columbia Records staff producer Tom Wilson on June 15, 1965. This new version was released as a single in September 1965, and opens the album."							
113	On 30 August 2019, Finance Minister Nirmala Sitharaman announced that the Oriental Bank of Commerce and United Bank of India would be merged with Punjab National Bank. The proposed merger would make Punjab National Bank the second largest public sector bank in the country with assets of and 11,437 branches. MD and CEO of United Bank, Ashok Kumar Pradhan, stated that the merged entity would begin functioning from 1 April 2020 and would operate under a new name.							
114	Cabo San Lucas. https://en.wikipedia.org/wiki/Cabo%20San%20Lucas							
115	"Cabo San Lucas (Spanish pronunciation: [ˈkaβo san ˈlukas], ""Saint Luke Cape""), or simply Cabo, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur."							
116	"Cabo San Lucas (Spanish pronunciation: [ˈkaβo san ˈlukas], ""Saint Luke Cape""), or simply Cabo, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur."							
117	The Gulf of California (Spanish: Golfo de California), also known as the Sea of Cortés (Mar de Cortés) or less commonly as the Vermilion Sea (Mar Bermejo), is a marginal sea of the Pacific Ocean that separates the Baja California Peninsula from the Mexican mainland.							
118	No player holds the dubious distinction of having scored multiple own goals. Mexico has had their players score own goals on four different occasions each, while France has benefited on six occasions from opponents scoring own goals. Of the 52 matches with an own goal, seven have ended as wins for the team scoring the own goal, and eight have ended as draws. All but 12 own goals have been scored in the first stages of the tournament.							
119	List of FIFA World Cup own goals. https://en.wikipedia.org/wiki/List%20of%20FIFA%20World%20Cup%20own%20goals							
120	Manuel Rosas, Mexico vs Chile, 1930							
121	Out of over 2500 goals scored in matches at the 21 final tournaments of the FIFA World Cup,[1] only 53 have been own goals.							
122	An own goal is an event in competitive goal-scoring sports (such as association football or hockey) where a player scores on their own side of the playing area rather than the one defended by the opponent.							
123	Out of over 2500 goals scored in matches at the 21 final tournaments of the FIFA World Cup,[1] only 53 have been own goals.[2][3]							
124	Oriental Bank of Commerce. https://en.wikipedia.org/wiki/Oriental%20Bank%20of%20Commerce							
125	Manuel Rosas Sánchez (17 April 1912 in Mexico City – 20 February 1989), nicknamed Chaquetas, was a Mexican footballer who participated in the 1930 FIFA World Cup.							
126	Justice Govind Mathur is the current Chief Justice of the High Court.							
127	Allahabad High Court. https://en.wikipedia.org/wiki/Allahabad%20High%20Court							
128	The Allahabad High Court, also known as High Court of Judicature at Allahabad is the high court based in Allahabad (Prayagraj) that has jurisdiction over the Indian state of Uttar Pradesh.							
129	The Allahabad High Court, also known as High Court of Judicature at Allahabad is the high court based in Allahabad (Prayagraj) that has jurisdiction over the Indian state of Uttar Pradesh.							
130	Anne of Green Gables. https://en.wikipedia.org/wiki/Anne%20of%20Green%20Gables							
131	Anne of Green Gables (1985 film). https://en.wikipedia.org/wiki/Anne%20of%20Green%20Gables%20%281985%20film%29							
132	Anne of Green Gables is a 1908 novel by Canadian author Lucy Maud Montgomery (published as L.M. Montgomery).							
133	Anne of Green Gables is a 1908 novel by Canadian author Lucy Maud Montgomery (published as L. M. Montgomery).							
134	Set in the late 19th century, the novel recounts the adventures of Anne Shirley, an 11-year-old orphan girl, who is mistakenly sent to two middle-aged siblings, Matthew and Marilla Cuthbert, who had originally intended to adopt a boy to help them on their farm in the fictional town of Avonlea in Prince Edward Island, Canada.							
135	Oriental Bank of Commerce got merged with Punjab National Bank w.e.f. 1st April'2020. It was headquartered at Gurgaon, Haryana, had 2390 branches and 2625 ATMs across India. (1943–2020)							
136	Anne of Green Gables is a 1985 Canadian made-for-television drama film based on the 1908 novel of the same name by Canadian author Lucy Maud Montgomery, and is the first in a series of four films.							
137	Benjamin Stone (Law & Order character). https://en.wikipedia.org/wiki/Benjamin%20Stone%20%28Law%20%26%20Order%20character%29							
138	"Benjamin ""Ben"" Stone is a fictional character portrayed by Michael Moriarty in the TV drama Law & Order. He was the Executive Assistant District Attorney for New York County until his resignation at the end of season four. He appeared in 88 episodes."							
139	"""Old Friends"". Law & Order. Season 4. Episode 22. May 25, 1994"							
140	"Benjamin ""Ben"" Stone is a fictional character portrayed by Michael Moriarty in the TV drama Law & Order."							
141	He was the Executive Assistant District Attorney for New York County until his resignation at the end of season four.							
142	Moriarty submitted his resignation to producer series creator Dick Wolf on January 25, 1994, and his departure was written into the series.[13][14]							
143	Costa Concordia. https://en.wikipedia.org/wiki/Costa%20Concordia							
144	Costa Concordia disaster. https://en.wikipedia.org/wiki/Costa%20Concordia%20disaster							
145	Costa Concordia (Italian pronunciation: [ˈkɔsta konˈkɔrdja]) was a cruise ship operated by Costa Crociere. 							
146	The Los Angeles Rams are a professional American football team that plays and competes in the National Football League (NFL). The Rams franchise was founded in 1936 as the Cleveland Rams in the short-lived second American Football League before joining the NFL the next year. In 1946, the franchise moved to Los Angeles. The Rams franchise remained in the metro area until 1994, when they moved to St. Louis, and were known as the St. Louis Rams from 1995 to 2015. The Rams franchise returned to Los Angeles in 2016. This article chronicles the franchise's history during their time in Los Angeles, from playing at the Los Angeles Memorial Coliseum between 1946 and 1979, to playing at Anaheim Stadium (now known as Angel Stadium of Anaheim) in Anaheim from 1980 to 1994, and its return to Southern California beginning with the to season playing temporarily at their old home the Los Angeles Memorial Coliseum before moving to SoFi Stadium in Inglewood in 2020 alongside the Los Angeles Chargers.							
147	On 13 January 2012, the Italian cruise ship Costa Concordia ran aground, capsized, and later sank in shallow waters after striking an underwater rock off Isola del Giglio, Tuscany, resulting in 32 deaths.							
148	On 13 January 2012, the Italian cruise ship Costa Concordia ran aground, capsized, and later sank in shallow waters after striking an underwater rock off Isola del Giglio, Tuscany, resulting in 32 deaths.							
